Code,Disease_Name,Symptoms,Search_Quality,Core_Terms
SL7Z,"Circulatory disorders (TM2),","In vertebrates, the circulatory system is a system of organs that includes the heart, blood vessels, and blood which is circulated throughout the body. It includes the cardiovascular system, or vascular system, that consists of the heart and blood vessels. (Source: Circulatory system)",Wikipedia match,"circulatory, (tm2),"
,Blood related disorders,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. (Source: Blood)",Wikipedia match,blood
SL80,Anaemia disorder,"Anemia is a blood disorder in which the blood has a reduced ability to carry oxygen. This can be due to a lower than normal number of red blood cells, a reduction in the amount of hemoglobin available for oxygen transport, or abnormalities in hemoglobin that impair its function. (Source: Anemia)",Wikipedia match,anaemia
SL81,Bleeding disorder disorder,"Coagulopathy is a condition in which the blood's ability to coagulate is impaired. This condition can cause a tendency toward prolonged or excessive bleeding, which may occur spontaneously or following an injury or medical and dental procedures. (Source: Coagulopathy)",Wikipedia match,bleeding
SL8Y,blood related disorders,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. (Source: Blood)",Wikipedia match,blood
SL8Z,"Blood related disorders (TM2),","Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. (Source: Blood)",Wikipedia match,"blood, (tm2),"
SM00,Lymphadenopathy disorder,"In clinical practice, the distinction between lymphadenopathy and lymphadenitis is rarely made and the words are usually treated as synonymous. (Source: Lymphadenopathy)",Wikipedia match,lymphadenopathy
SM01,Elephantiasis disorder,"The term elephantiasis is often used in reference to symptoms caused by parasitic worm infections, but may refer to a variety of diseases that swell parts of the subject's body to exceptionally massive proportions. (Source: Elephantiasis)",Wikipedia match,elephantiasis
SM0Y,"heart, blood and circulatory disorders","Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. (Source: Blood)",Wikipedia match,"heart,, blood"
SM0Z,"Heart, blood and circulatory disorders (TM2),","Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. (Source: Blood)",Wikipedia match,"heart,, blood"
,- - - Gastro-intestinal disorders (TM2),Skipped - Not a specific disease,Skipped,
,Oral cavity disorders,"A mouth also referred to as the oral is the body orifice through which many animals ingest food and vocalize. The body cavity immediately behind the mouth opening, known as the oral cavity, is also the first part of the alimentary canal, which leads to the pharynx and the gullet. (Source: Mouth)",Wikipedia match,"oral, cavity"
SM10,Stomatitis disorder,"Stomatitis is inflammation of the mouth and lips. It refers to any inflammatory process affecting the mucous membranes of the mouth and lips, with or without oral ulceration. (Source: Stomatitis)",Wikipedia match,stomatitis
SM11,Dental abscess disorder,A dental abscess is a localized collection of pus associated with a tooth. (Source: Dental abscess),Wikipedia match,"dental, abscess"
SM12,Bruxism disorder,"Several symptoms are commonly associated with bruxism, including aching jaw muscles, headaches, hypersensitive teeth, tooth wear, and damage to dental restorations. Symptoms may be minimal, without patient awareness of the condition. (Source: Bruxism)",Wikipedia match,bruxism
SM13,Pyorrhoea disorder,"Periodontal disease, also known as gum disease, is a set of inflammatory conditions affecting the tissues surrounding the teeth. In its early stage, called gingivitis, the gums become swollen and red and may bleed. (Source: Periodontal disease)",Wikipedia match,pyorrhoea
SM14,Gingivitis disorder,Gingivitis is a non-destructive disease that causes inflammation of the gums; ulitis is an alternative term. (Source: Gingivitis),Wikipedia match,gingivitis
SM15,Halitosis disorder,"Bad breath, also known as halitosis, is a symptom in which a noticeably unpleasant breath odour is present. It is also associated with depression and symptoms of obsessive compulsive disorder. (Source: Bad breath)",Wikipedia match,halitosis
SM16,Sialorrhoea disorder,"Hypersalivation or hypersialosis is the excessive production of saliva. It has also been defined as increased amount of saliva in the mouth, which may also be caused by decreased clearance of saliva. (Source: Hypersalivation)",Wikipedia match,sialorrhoea
SM17,Palatitis disorder,PubMed findings: Clinical Profile of Melkersson-Rosenthal Syndrome/Orofacial Granulomatosis: A Review of 51 Patients.,PubMed match,palatitis
SM18,Uvulitis disorder,"The uvula, also known as the palatine uvula or staphyle, is a conic projection from the back edge of the middle of the soft palate, composed of connective tissue containing a number of racemose glands, and some muscular fibers. It also contains many serous glands, which produce thin saliva. (Source: Uvula)",Wikipedia match,uvulitis
SM19,Ludwig’s angina disorder,"As a result, patients may present with drooling and difficulty speaking. (Source: Ludwig's angina)",Wikipedia match,"ludwig’s, angina"
SM1A,Odontalgia disorder,"Toothaches, also known as dental pain or tooth pain, is pain in the teeth or their supporting structures, caused by dental diseases or pain referred to the teeth by non-dental diseases. When severe it may impact sleep, eating, and other daily activities. (Source: Toothache)",Wikipedia match,odontalgia
SM1B,Bleeding gum disorder,"Bleeding, hemorrhage, haemorrhage or blood loss, is blood escaping from the circulatory system from damaged blood vessels. Bleeding can occur internally, or externally either through a natural opening such as the mouth, nose, ear, urethra, vagina, or anus, or through a puncture in the skin. (Source: Bleeding)",Wikipedia match,"bleeding, gum"
SM1C,Ranula disorder,"Ranulae present as a swelling of connective tissue consisting of collected mucin from a ruptured salivary gland caused by local trauma. If small and asymptomatic further treatment may not be needed, otherwise minor oral surgery may be indicated. (Source: Ranula)",Wikipedia match,ranula
SM1D,Parotitis disorder,"Parotitis is an inflammation of one or both parotid glands, the major salivary glands located on either side of the face, in humans. The parotid gland is the salivary gland most commonly affected by inflammation. (Source: Parotitis)",Wikipedia match,parotitis
SM1E,Dental caries disorder,"Symptoms may include pain and difficulty eating. Complications may include inflammation of the tissue around the tooth, tooth loss and infection or abscess formation. Tooth regeneration is an ongoing stem cell–based field of study that aims to find methods to reverse the effects of decay; current methods are based on easing symptoms. (Source: Tooth decay)",Wikipedia match,"dental, caries"
SM1F,Dental plaque disorder,Bacterial plaque is one of the major causes for dental decay and gum disease. (Source: Dental plaque),Wikipedia match,"dental, plaque"
SM1G,Discolouration of teeth disorder,"A tooth is a hard, calcified structure found in the jaws of many vertebrates and used to break down food. Some animals, particularly carnivores and omnivores, also use teeth to help with capturing or wounding prey, tearing food, for defensive purposes, to intimidate other animals often including their own, or to carry prey or their young. (Source: Tooth)",Wikipedia match,"discolouration, teeth"
SM1H,Odontoseisis disorder,No reliable medical information found from available sources,No match,odontoseisis
SM1J,Sensitive teeth disorder,"Dentin hypersensitivity is dental pain which is sharp in character and of short duration, arising from exposed dentin surfaces in response to stimuli, typically thermal, evaporative, tactile, osmotic, chemical or electrical; and which cannot be ascribed to any other dental disease. (Source: Dentin hypersensitivity)",Wikipedia match,"sensitive, teeth"
SM1K,Lip chapping and bleeding disorder,PubMed findings: Rare variants in PRKCI cause Van der Woude syndrome and other features of peridermopathy. | [The features and clinical applications of the buccal fat pad in patients with cleft palate].,PubMed match,"lip, chapping"
SM1L,Itchy swollen lip diorder,"Symptoms may include skin that feels tight, the area feeling heavy, and joint stiffness. Other symptoms depend on the underlying cause. (Source: Edema)",Wikipedia match,"itchy, swollen"
SM1M,Dry chapped lip disorder,"Cheilitis also called and known as chapped lips, is a medical condition characterized by inflammation of the lips. The inflammation may include the perioral skin, the vermilion border, or the labial mucosa. (Source: Cheilitis)",Wikipedia match,"dry, chapped"
SM1N,Xerostomia disorder,"Xerostomia, also known as dry mouth, is a subjective complaint of dryness in the mouth, which may be associated with a change in the composition of saliva, reduced salivary flow, or have no identifiable cause. (Source: Xerostomia)",Wikipedia match,xerostomia
