Sr No.,NAMC_ID,NAMC_CODE,NAMC_term_DEVANAGARI,System,NAMC_TERM2,Tamil_term,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Definition
241,244,AAE-12,मज्जागतवातः,Ayurveda,,,,,,,"the disorder is characterized by asthiparvaṇāṁ bhēdaḥ [cracking type of pain in the bones and small joints], sandhiśūlam [pain in the joints], māṁsakṣayaḥ [extreme wasting of muscles/diminution of muscle mass], balakṣayaḥ [loss of physical strength or weakness], asvapnaḥ [insomnia/sleeplessness], santatā ruk/rujam [constant pain], asthisauṣiryaḥ [porousness of bones], stabdhatā [stiffness]"
242,245,AAE-13,शुक्रगतवातः,Ayurveda,,,,,,,"the disorder is characterized by garbham badhnāti [delayed labour/postterm delivery], garbhakṣipraṁ muñcati [miscarriage/abortion/preterm delivery], śukraṁ badhnāti/śukrasya saṅgam [delayed ejaculation], śukraṁ kṣipraṁ muñcati/śukrasya śīghramutsargam [premature ejaculation], vikr̥tiṁ janayēt [congenital anamolies in offspring], śukrasya apravr̥ttiḥ [inability to ejaculate]"
243,246,AAE-14,स्नायुगतवातः,Ayurveda,,,,,,,"the disorder is characterized by bāhyāyāmaḥ [external bending of body], antarāyāmaḥ [internal bending of body], khallī [shooting pain in extremities], kubjatvam [hump backed], sarvāṅgarōgaḥ [quadriplegia], ēkāṅgarōgaḥ [monoplegia], stambhaḥ [rigidity/stiffness], kampaḥ [tremors], śūlam [sharp pain], ākṣēpaṇam [convulsion], gr̥dhrasī [sciatica]"
244,247,AAE-15,सिरागतवातः,Ayurveda,,,,,,,"the disorder is characterized by mandaruk [mild pain], mandaśōpham [mild oedema], śarīraṁ śuṣyati [dryness/emaciation of body], spandatē tathā supta sirā [presence or absence of pulsation in the blood vessels/arteries], tanvyō mahatyō vā sirā [thinness or excessive thickness of the vessels or narrowing or dilatation of blood vessels/arteries], śūlam [sharp pain], sirākuñcanam [contraction/narrowing of sira/blood vessels (kuṭila sirā- tortous sira)], sirāpūraṇam [bulky /prominent blood vessels], sirāsu ādhmānam [fullness of blood vessels], sirāsu riktatā [emptyness of blood vessels]"
245,248,SP12(AAE-16),सन्धिगतवातः,Ayurveda,,,,,,,"It is characterised by pain, swelling, stiffness, hardening and restricted movements of the joint. This may be explained by: (a) Increased vata affecting the joint leading to degenerative changes."
246,249,AAE-17,बस्तिगत-प्रतिलोमवातः/बस्तिगत-विगुणवातः,Ayurveda,,,,,,,the disorder is characterized by vividhāḥ vikārāḥ [various disorders of urinary tract]
249,252,AA-3,वातव्याधि-उपद्रवः,Ayurveda,,,,,,,"the disorder is characterized by visarpaḥ [spreading cellulitis/erysipelas], dāhaḥ [burning sensation], ruk [pain], saṅgaḥ [obstruction/adherence], mūrchā [syncope/attacks of swooning], aruciḥ [tastelessness], agnimārdavam [diminution of agni (digestive power)], kṣīṇamāṁsam [depletion/diminution of māṁsa], kṣīṇabalam [loss of strength], pakṣavadhādayaḥ [paralysis etc]"
250,253,AA-4,वातव्याधि^^अरिष्ट,Ayurveda,,,,,,,"the disorder is characterized by śūnam [oedema], suptatvacam [numbness in skin], bhagnam [fractures], kampanipīḍitam [afflicted with trembling], ādhmānanipīḍitam [afflicted with abdominal distention], rujārtimantam [severe pain]"
253,256,SR16(ABA-1),पित्तसञ्चयः,Ayurveda,,,,,,,It is characterized by yellowish discoloration of body and mild raised body temperature. This may be explained by accumulation of pittadosha at the designated site.
254,257,SR17(ABA-2),पित्तवृद्धिः,Ayurveda,,,,,,,"It is characterized by yellowish discoloration of the body, increased body heat, desire for cold, reduced sleep, loss of consciousness, weakness of body and sense organs, yellowish discoloration of stool, urine and eyes. This may be explained by marked increase of pittadosha functions and consequent physiological and pathological ramifications."
255,258,SR15(ABA-2.1),पित्तप्रकोपः,Ayurveda,,,,,,,"It is characterized by sour eructation, excessive thirst and burning sensation. This may be explained by aggravation of pittadosha at its designated site and preparing to cause certain morbidity."
256,259,SR18(ABA-3),पित्तप्रसरः,Ayurveda,,,,,,,"It is characterized by localised or whole body burning sensation, feeling of smoky eructation. This may be explained by spreading of pittadosha from place of accumulation to other parts or entire body."
257,260,SR19(ABA-4),पित्तक्षयः,Ayurveda,,,,,,,"It is characterized by reduced body temperature and reduced digestive power, reduced luste of the body. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications."
260,263,SN44(ABB-2),अङ्गगन्धः (केवलपित्त),Ayurveda,,,,,,,"It is characterised by foul smelling sweat from palm, sole, axilla and groin region. This may be explained by: (a) Predominance of vitiated pitta affecting the skin."
267,270,SM10(ABB-9),आस्यविपाकः (केवलपित्त),Ayurveda,,,,,,,"It is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. This may be explained by: (a) Increased pittadosha affecting the mouth."
270,273,ABB-12,कक्षा (केवलपित्त),Ayurveda,,,,,,,"the disorder is characterized by sarvaśarīragāḥ visphōṭakāḥ [blisters all over body], sarāgajvaratarṣayuktāḥ sphōṭāḥ [reddish blisters with fever, thirst]"
285,288,SM15(ABB-27),पूतिमुखता (केवलपित्त),Ayurveda,,,,,,,"It is characterised by putrid odour in the mouth. This may be explained by: (a) Vitiated kapha, pitta, blood affecting teeth and gums."
289,292,SN00(ABB-31),मेढ्रपाकः (केवलपित्त),Ayurveda,,,,,,,"It is characterised by painful swelling and redness of the penis may be associated with radiating pain to loin and thigh region. This may be explained by: (a) Aggravation of pitta affecting skin, muscle resulting in inflammation."
296,299,ABB-38,शोणितक्लेदः (केवलपित्त),Ayurveda,,,,,,,"the disorder is characterized by śōṇitasya kr̥ṣṇatā daurgandhyaḥ tanutvāni [blackish, bad smell and diluted rakta]"
302,305,ABC-1,रक्तस्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by dāhaḥ [burning sensation], visarpaḥ [spreading cellulitis/erysipelas]"
303,306,ABC-2,मांसस्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by māṁsavakōthanam [putrifaction of māṁsa/muscle tissue]
304,307,ABC-3,मेदस्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by sadāha-granthiḥ [eruptions having burning], svēdaḥ [perspiration], tr̥ṭ [thirst], vamanam [vomiting]"
305,308,ABC-4,अस्थिस्थितपित्तकोपः,Ayurveda,,,,,,,the disorder is characterized by bhr̥śaṁ dāham [excessive burning sensation]
306,309,ABC-5,मज्जास्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by hāridranakhaḥ [yellow coloured nail], hāridranētratā [yellow coloured eyes]"
307,310,ABC-6,शुक्रस्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by pūtiśukram [putrid semen], pītāvabhāsaśukram [yellowish semen]"
308,311,ABC-7,त्वक्स्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by visphōṭaḥ [blisters], masūrikā [lentil shaped pustular eruptions on skin]"
309,312,ABC-8,स्नायुस्थितपित्तकोपः,Ayurveda,,,,,,,the disorder is characterized by tr̥ṣam [thirst]
310,313,ABC-9,कोष्ठस्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by madaḥ [intoxication], tr̥ṭ [thirst], dāhaḥ [burning sensation]"
311,314,ABC-10,सिरास्थितपित्तकोपः,Ayurveda,,,,,,,"the disorder is characterized by krōdhaḥ [anger], tāpaḥ [hotness], pralāpam [excess talking/irrelevant speech/incoherent speech]"
312,315,AB-1,निरामपित्तम्,Ayurveda,,,,,,,"the disorder is characterized by ātāmram [copper coloured], pītam [yellow coloured], atyuṣṇam [excessively hot in nature], kaṭukarasaḥ [pungent taste], asthiram [unstable/mobile], vigandham [bad smell/smell of raw meat], rucipradam [offer ability to taste food], paktibalapradam [enhances digestion]"
313,316,AB-2,सामपित्तम्,Ayurveda,,,,,,,"the disorder is characterized by durgandham [foul smell], haritam [greenish], śyāvam [bluish black colour], amlam [sour taste], sthiram [stable/immobile], guruḥ [heaviness], amlikām [sour belching/eructation], hr̥ddāham [burning sensation in the precordial/cardiac region], kaṇṭhadāham [burning sensation in throat]"
314,317,AB-3,पित्तरोग-अरिष्टः,Ayurveda,,,,,,,"the disorder is characterized by haritābhā sirā [greenish coloured vessels], saṁvr̥tarōmakūpāḥ [covered by hair follicles]"
317,320,SR1B(ACA-1),कफसञ्चयः,Ayurveda,,,,,,,It is characterized by heaviness of the body and lethargy. This may be explained by accumulation of kapha at the designated site.
318,321,SR1C(ACA-2),कफवृद्धिः,Ayurveda,,,,,,,"It is characterized by whitish discoloration of body, feeling of cold, reduced mobility of the body, heaviness of the body, fatigue, feeling of drowsiness, excessive sleep, loosening of joints. This may be explained by marked increase of kaphadosha functions and consequent physiological and pathological ramifications."
319,322,SR1A(ACA-2.1),कफप्रकोपः,Ayurveda,,,,,,,It is characterized by aversion to food and nausea. This may be explained by aggravation of kaphadosha at its designated site and preparing to cause certain morbidity.
320,323,SR1D(ACA-3),कफप्रसरः,Ayurveda,,,,,,,"It is characterized by tastelessness, indigestion, feeling of tiredness, vomiting. This may be explained by spreading of kaphadosha from the place of accumulation to other parts or entire body."
321,324,SR1E(ACA-4),कफक्षयः,Ayurveda,,,,,,,"It is characterized by dryness of body, burning sensation inside the body, laxity of joints, thirst, weakness, reduced sleep. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications."
325,328,SP96(ACB-3),आलस्यम् (केवल-कफ),Ayurveda,,,,,,,It is characterised by unwillngness to take be physically active and avoiding engaging in mentally active activities. This may be explained by: (a) Excess kapha obstruting the mental faculties and pitta for intellect.
339,342,SL72(ACB-17),धमनीप्रतिचयः (केवल-कफ),Ayurveda,,,,,,,"It is characterised by dry skin, feeling of heaviness, cold extremities. This may be explained by: (a) Accumulation of kapha and medas in the vessels."
340,343,SQ40(ACB-18),निद्राधिक्यम् (केवल-कफ),Ayurveda,,,,,,,"It is characterised by excess, prolonged deep sleep. This may be explained by: (a) Deranged digestive and metabolic factors, increased kapha and decreased vata."
353,356,ACC-1,त्वक्-स्थितकफकोपः,Ayurveda,,,,,,,"the disorder is characterized by stambham [rigidity], śvētāvabhāsatā [whitish dis colouration]"
354,357,ACC-2,रक्तस्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by pāṇḍu [pallor/ anemia]
355,358,ACC-3,मांसस्थितकफकोपः,Ayurveda,,,,,,,"the disorder is characterized by arbuda [tumor], apacī [disease consisting of enlargement of the glands of the neck], ārdracarmāvanaddhābhagātratām [feeling as if body is covered with raw hide (carma)], atigauravam [feeling of heavyness]"
356,359,ACC-4,मेदःस्थितकफकोपः,Ayurveda,,,,,,,"the disorder is characterized by sthūlatā [obesity], mēhaḥ [frequent and excessive micturition]"
357,360,ACC-5,अस्थिस्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by asthistabdhatvam [loss of movement]
358,361,ACC-6,मज्जास्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by śuklanētratvam [whitish eyes]
359,362,ACC-7,शुक्रस्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by śukrasañcayam [accumilation of semen inside]
360,363,ACC-8,सिरास्थितकफकोपः,Ayurveda,,,,,,,"the disorder is characterized by vibandham [obstructs the flow], sirāsthaḥ atigauravam [heaviness of siras/blood vessels], stabdhagātratām [stiffness of the body]"
361,364,ACC-9,स्नायुस्थितकफकोपः,Ayurveda,,,,,,,the disorder is characterized by sandhiśūnyatvam [feeling of hollowness in joints]
362,365,ACC-10,कोष्ठस्थकफकोपः,Ayurveda,,,,,,,"the disorder is characterized by jaṭharōnnatiḥ [fullness and elevation of stomach/abdomen], arōcakaḥ [tastelessness], avipākaḥ [indigestion], kaphajāḥ gadāḥ [diseases caused by kapha]"
363,366,AC-1,सामकफः,Ayurveda,,,,,,,"the disorder is characterized by āvilaḥ [eyeball looks muddy/turbid], tantulaḥ [thready with filaments], styānaḥ [thick/dense], kaṇṭhadēśē avatiṣṭhatē [stagnates in the throat], durgandhaḥ [foul smell], kṣut-udgāra-vibandhakr̥t [loss of appetite and obstruct eructations]"
